District Short,District Long,State_Short,State,Wikipedia Page,Wikipedia_Mobile,Rep First Last,"Rep Last, First",Website,Party,ACHA Vote,Margin of Victory 2016,Total Vote,Top Opponent,Hispanic,White,Black,Native American,Asian,Pacific,Other,Multiple Races,Total,Senator 1,Senator 2,Room,Phone
PA-16,Pennsylvania District 16,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_16th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_16th_congressional_district,Lloyd K. Smucker,"Smucker, Lloyd ",https://cartwright.house.gov/,Republican,Y,10.90%,"313,773",Christina Hartman,"117,579","526,675","39,372",667,"12,804",152,"1,344","10,646","709,239",Casey,Toomey,516 CHOB,202-225-2411
PA-17,Pennsylvania District 17,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_17th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_17th_congressional_district,Matt Cartwright,"Cartwright, Matthew ",https://murphy.house.gov/,Democrat,N,7.60%,"293,164",Matt Connolly,"52,214","590,425","36,916",740,"11,098",100,857,"9,974","702,324",Casey,Toomey,1034 LHOB,202-225-5546
PA-18,Pennsylvania District 18,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_18th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_18th_congressional_district,Tim Murphy,"Murphy, Tim ",https://evans.house.gov/,Republican,Y,100%,"293,684",Unopposed,"8,668","660,612","16,319",696,"12,280",105,471,"8,393","707,544",Casey,Toomey,2332 RHOB,202-225-2301
PA-2,Pennsylvania District 2,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_2nd_congressional_district,Dwight Evans,"Evans, Dwight ",https://kelly.house.gov/,Democrat,N,80.40%,"357,645",James Jones,"40,488","206,508","415,839","1,361","32,127",203,"2,017","13,313","711,856",Casey,Toomey,1105 LHOB,202-225-4001
PA-3,Pennsylvania District 3,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_3rd_congressional_district,Mike Kelly,"Kelly, Mike ",https://perry.house.gov/,Republican,Y,100%,"244,893",Unopposed,"13,592","641,373","31,516",811,"6,070",86,577,"9,610","703,635",Casey,Toomey,1707 LHOB,202-225-5406
PA-4,Pennsylvania District 4,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_4th_congressional_district,Scott Perry,"Perry, Scott ",https://thompson.house.gov/,Republican,Y,32.10%,"334,000",Joshua Burkholder,"43,959","586,221","50,112",734,"13,494",113,909,"13,296","708,838",Casey,Toomey,1207 LHOB,202-225-5836
PA-6,Pennsylvania District 6,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_6th_congressional_district,Ryan A. Costello,"Costello, Ryan ",https://costello.house.gov/,Republican,N,14.50%,"362,469",Mike Parrish,"36,569","605,412","28,912",458,"28,221",76,"1,047","10,318","711,013",Casey,Toomey,326 CHOB,202-225-4315
PA-7,Pennsylvania District 7,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_7th_congressional_district,Patrick Meehan,"Meehan, Pat ",https://meehan.house.gov/,Republican,N,18.90%,"379,502",Mary Ellen Balchunis,"20,704","612,851","36,538",400,"27,916",88,739,"9,711","708,947",Casey,Toomey,2305 RHOB,202-225-2011
PA-8,Pennsylvania District 8,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_8th_congressional_district,Brian Fitzpatrick,"Fitzpatrick, Brian ",https://fitzpatrick.house.gov/,Republican,N,8.90%,"380,818",Steve Santarsiero,"30,195","610,887","24,415",544,"30,720",128,"1,210","9,064","707,163",Casey,Toomey,514 CHOB,202-225-4276
PA-9,Pennsylvania District 9,PA,Pennsylvania,https://en.wikipedia.org/wiki/Pennsylvania%27s_9th_congressional_district,https://en.m.wikipedia.org/wiki/Pennsylvania%27s_9th_congressional_district,Bill Shuster,"Shuster, Bill ",https://shuster.house.gov/,Republican,Y,26.70%,"294,565",Art Halvorson,"12,673","656,497","20,517",819,"4,435",83,285,"8,361","703,670",Casey,Toomey,2079 RHOB,202-225-2431
RI-1,Rhode Island District 1,RI,Rhode Island,https://en.wikipedia.org/wiki/Rhode_Island%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Rhode_Island%27s_1st_congressional_district,David Cicilline,"Cicilline, David ",https://cicilline.house.gov/,Democrat,N,29.40%,"202,371",Russell Taub,"78,219","376,239","36,423","1,180","16,034",261,"5,787","13,187","527,330",Reed,Whitehouse,2244 RHOB,202-225-4911
RI-2,Rhode Island District 2,RI,Rhode Island,https://en.wikipedia.org/wiki/Rhode_Island%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Rhode_Island%27s_2nd_congressional_district,Jim Langevin,"Langevin, Jim ",https://langevin.house.gov/,Democrat,N,27.40%,"229,148",Rhue Reis,"57,098","420,277","18,842","2,407","15,748",33,"1,575","8,385","524,365",Reed,Whitehouse,2077 RHOB,202-225-2735
SC-1,South Carolina District 1,SC,South Carolina,https://en.wikipedia.org/wiki/South_Carolina%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/South_Carolina%27s_1st_congressional_district,Mark Sanford,"Sanford, Mark ",https://sanford.house.gov/,Republican,Y,21.70%,"325,190",Dimitri Cherny,"44,071","478,058","132,331","2,445","11,532",403,822,"12,841","682,503",Graham,Scott,2211 RHOB,202-225-3176
SC-2,South Carolina District 2,SC,South Carolina,https://en.wikipedia.org/wiki/South_Carolina%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/South_Carolina%27s_2nd_congressional_district,Joe Wilson,"Wilson, Joe ",https://joewilson.house.gov/,Republican,Y,24.40%,"304,996",Arik Bjorn,"34,577","454,291","153,645","1,364","10,660",400,600,"11,595","667,132",Graham,Scott,1436 LHOB,202-225-2452
SC-3,South Carolina District 3,SC,South Carolina,https://en.wikipedia.org/wiki/South_Carolina%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/South_Carolina%27s_3rd_congressional_district,Jeff Duncan,"Duncan, Jeff ",https://jeffduncan.house.gov/,Republican,Y,45.80%,"269,540",Hosea Cleveland,"28,672","495,743","123,457","1,225","5,283",355,526,"8,903","664,164",Graham,Scott,2229 RHOB,202-225-5301
SC-4,South Carolina District 4,SC,South Carolina,https://en.wikipedia.org/wiki/South_Carolina%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/South_Carolina%27s_4th_congressional_district,Trey Gowdy,"Gowdy, Trey ",https://gowdy.house.gov/,Republican,Y,36.20%,"295,670",Chris Fedalei,"50,178","467,269","125,294","1,280","14,659",336,794,"9,774","669,584",Graham,Scott,2418 RHOB,202-225-6030
SC-5,South Carolina District 5,SC,South Carolina,https://en.wikipedia.org/wiki/South_Carolina%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/South_Carolina%27s_5th_congressional_district,"Mulvaney, Mick -- Vacancy","Mulvaney, Mick -- Vacancy",https://clerk.house.gov/member_info/vacancies_pr.aspx?pr=house&vid=108,Vacant,Vacant,20.50%,"273,006",Fran Person,"26,339","439,329","179,989","2,681","6,433",112,669,"11,120","666,672",Graham,Scott,2350 RHOB,202-225-5501
SC-6,South Carolina District 6,SC,South Carolina,https://en.wikipedia.org/wiki/South_Carolina%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/South_Carolina%27s_6th_congressional_district,James E. Clyburn,"Clyburn, James E. ",https://clyburn.house.gov/,Democrat,N,42.50%,"253,901",Laura Sterling,"30,358","236,147","378,356","1,512","6,477",248,684,"8,249","662,031",Graham,Scott,242 CHOB,202-225-3315
SC-7,South Carolina District 7,SC,South Carolina,https://en.wikipedia.org/wiki/South_Carolina%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/South_Carolina%27s_7th_congressional_district,Tom Rice,"Rice, Tom ",https://rice.house.gov/,Republican,Y,22%,"289,463",Mal Hyman,"27,253","424,540","196,810","3,066","5,561",236,646,"9,404","667,516",Graham,Scott,223 CHOB,202-225-9895
SD-AL,South Dakota At-Large District,SD,South Dakota,https://en.wikipedia.org/wiki/South_Dakota%27s_at-large_congressional_district,https://en.m.wikipedia.org/wiki/South_Dakota%27s_at-large_congressional_district,Kristi Noem,"Noem, Kristi ",https://noem.house.gov/index.cfm/home,Republican,Y,28.20%,"369,973",Paula Hawks,"24,598","693,613","11,279","69,674","8,577",225,444,"16,788","825,198",Rounds,Thune,2457 RHOB,202-225-2801
TN-1,Tennessee District 1,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_1st_congressional_district,Phil Roe,"Roe, Phil ",https://roe.house.gov/,Republican,Y,62.90%,"253,025",Alan Bohms,"23,430","651,949","15,153","1,909","4,894",182,285,"9,210","707,012",Alexander,Corker,336 CHOB,202-225-6356
TN-2,Tennessee District 2,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_2nd_congressional_district,John J. Duncan Jr.,"Duncan Jr., John J. ",https://duncan.house.gov/,Republican,Y,51.30%,"280,856",Stuart Starr,"24,774","618,719","45,512","1,029","9,939",165,974,"9,976","711,088",Alexander,Corker,2207 RHOB,202-225-5435
TN-3,Tennessee District 3,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_3rd_congressional_district,Chuck Fleischmann,"Fleischmann, Chuck ",https://fleischmann.house.gov/,Republican,Y,37.60%,"266,006",Melody Shekari,"23,378","590,020","76,950","1,402","8,423",296,359,"9,724","710,552",Alexander,Corker,2410 RHOB,202-225-3271
TN-4,Tennessee District 4,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_4th_congressional_district,Scott DesJarlais,"DesJarlais, Scott ",https://desjarlais.house.gov/,Republican,Y,30.10%,"254,937",Steven Reynolds,"39,284","587,790","57,957","1,199","10,363",314,693,"16,762","714,362",Alexander,Corker,2301 RHOB,202-225-6831
TN-5,Tennessee District 5,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_5th_congressional_district,Jim Cooper,"Cooper, Jim ",https://cooper.house.gov/,Democrat,N,25.10%,"273,544",Stacy Ries Snyder,"64,364","437,977","178,456","1,532","20,264",304,637,"13,392","716,926",Alexander,Corker,1536 LHOB,202-225-4311
TN-6,Tennessee District 6,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_6th_congressional_district,Diane Black,"Black, Diane ",https://black.house.gov/,Republican,Y,49.30%,"284,490",David Kent,"26,390","640,111","29,715","1,501","5,823",259,406,"8,841","713,046",Alexander,Corker,1131 LHOB,202-225-4231
TN-7,Tennessee District 7,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_7th_congressional_district,Marsha Blackburn,"Blackburn, Marsha ",https://blackburn.house.gov/,Republican,Y,48.70%,"277,513",Tharon Chandler,"31,627","585,772","69,980","1,850","10,920",811,834,"12,789","714,583",Alexander,Corker,2266 RHOB,202-225-2811
TN-8,Tennessee District 8,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_8th_congressional_district,David Kustoff,"Kustoff, David ",https://kustoff.house.gov/,Republican,Y,43.70%,"282,733",Rickey Hobson,"20,251","526,447","134,401","1,421","12,118",397,339,"9,066","704,440",Alexander,Corker,508 CHOB,202-225-4714
TN-9,Tennessee District 9,TN,Tennessee,https://en.wikipedia.org/wiki/Tennessee%27s_9th_congressional_district,https://en.m.wikipedia.org/wiki/Tennessee%27s_9th_congressional_district,Steve Cohen,"Cohen, Steve ",https://cohen.house.gov/,Democrat,N,59.90%,"217,957",Wayne Alberson,"46,661","181,324","458,004",942,"12,551",152,841,"9,903","710,378",Alexander,Corker,2404 RHOB,202-225-3265
TX-1,Texas District 1,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_1st_congressional_district,Louie Gohmert,"Gohmert, Louie ",https://gohmert.house.gov/,Republican,Y,49.80%,"260,409",Shirley McKellar,"111,753","449,377","125,002","1,995","6,844",148,241,"6,926","702,286",Cornyn,Cruz,2243 RHOB,202-225-3035
TX-10,Texas District 10,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_10th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_10th_congressional_district,Michael McCaul,"McCaul, Michael T. ",https://mccaul.house.gov/,Republican,Y,18.90%,"312,600",Tawana Cadien,"191,661","408,686","71,911","1,383","34,598",159,"1,573","10,986","720,957",Cornyn,Cruz,2001 RHOB,202-225-2401
TX-11,Texas District 11,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_11th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_11th_congressional_district,K. Michael Conaway,"Conaway, K. Michael ",https://conaway.house.gov/,Republican,Y,79%,"225,548",Nicholas Landholt,"244,809","424,794","25,189","2,458","5,449",111,567,"7,617","710,994",Cornyn,Cruz,2430 RHOB,202-225-3605
TX-12,Texas District 12,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_12th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_12th_congressional_district,Kay Granger,"Granger, Kay ",https://kaygranger.house.gov/,Republican,Y,42.50%,"283,115",Bill Bradshaw,"151,941","467,119","56,973","3,390","21,913",685,775,"11,943","714,739",Cornyn,Cruz,1026 LHOB,202-225-5071
TX-13,Texas District 13,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_13th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_13th_congressional_district,Mac Thornberry,"Thornberry, Mac ",https://thornberry.house.gov/,Republican,Y,83.30%,"221,242",Calvin DeWeese,"172,962","462,492","36,121","3,836","12,226",396,631,"10,736","699,400",Cornyn,Cruz,2208 RHOB,202-225-3706
TX-14,Texas District 14,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_14th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_14th_congressional_district,Randy Weber,"Weber, Randy ",https://weber.house.gov/,Republican,Y,23.70%,"259,685",Michael Cole,"159,845","371,041","141,051","1,846","19,872",196,"1,204","8,907","703,962",Cornyn,Cruz,1708 LHOB,202-225-2831
TX-15,Texas District 15,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_15th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_15th_congressional_district,Vicente Gonzalez,"Gonzalez, Vicente ",https://gonzalez.house.gov/,Democrat,N,19.60%,"177,479",Tim Westley,"574,142","114,840","11,434",647,"8,297",51,117,"3,297","712,825",Cornyn,Cruz,113 CHOB,202-225-2531
TX-16,Texas District 16,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_16th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_16th_congressional_district,Beto O'Rourke,"O'Rourke, Beto ",https://orourke.house.gov/,Democrat,N,75.80%,"175,229",Jaime Perez,"564,758","106,117","22,663","1,579","8,139",888,726,"5,486","710,356",Cornyn,Cruz,1330 LHOB,202-225-4831
TX-17,Texas District 17,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_17th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_17th_congressional_district,Bill Flores,"Flores, Bill ",https://flores.house.gov/,Republican,Y,25.60%,"245,728",William Matta,"167,784","404,576","92,932","1,931","31,194",218,590,"10,285","709,510",Cornyn,Cruz,2440 RHOB,202-225-6105
TX-18,Texas District 18,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_18th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_18th_congressional_district,Sheila Jackson Lee,"Jackson Lee, Sheila ",https://jacksonlee.house.gov/,Democrat,N,49.90%,"204,308",Lori Bartley,"278,548","117,946","279,583",732,"25,743",470,"1,098","6,287","710,407",Cornyn,Cruz,2187 RHOB,202-225-3816
TX-19,Texas District 19,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_19th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_19th_congressional_district,Jodey Arrington,"Arrington, Jodey ",https://arrington.house.gov/,Republican,Y,78.10%,"203,475",Troy Bonar,"243,284","397,953","39,851","2,145","8,553",491,"1,242","9,832","703,351",Cornyn,Cruz,1029 LHOB,202-225-4005
TX-2,Texas District 2,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_2nd_congressional_district,Ted Poe,"Poe, Ted ",https://poe.house.gov/home,Republican,Y,24.60%,"278,236",Pat Bryan,"222,708","358,243","68,949","2,168","49,331","1,118","1,907","9,798","714,222",Cornyn,Cruz,2132 RHOB,202-225-6565
TX-20,Texas District 20,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_20th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_20th_congressional_district,Joaquin Castro,"Castro, Joaquin ",https://castro.house.gov/,Democrat,N,64.30%,"187,669",Jeffrey Blunt,"485,954","165,701","33,118",794,"18,631",367,"1,121","8,290","713,976",Cornyn,Cruz,1221 LHOB,202-225-3236
TX-21,Texas District 21,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_21st_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_21st_congressional_district,Lamar Smith,"Smith, Lamar ",https://lamarsmith.house.gov/,Republican,Y,20.60%,"356,031",Thomas Wakely,"194,584","462,755","21,399","1,891","19,621",673,966,"12,400","714,289",Cornyn,Cruz,2409 RHOB,202-225-4236
TX-22,Texas District 22,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_22nd_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_22nd_congressional_district,Pete Olson,"Olson, Pete ",https://olson.house.gov/,Republican,Y,19%,"305,543",Mark Gibson,"179,227","321,162","91,569","1,228","119,235",58,966,"12,501","725,946",Cornyn,Cruz,2133 RHOB,202-225-5951
TX-23,Texas District 23,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_23rd_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_23rd_congressional_district,Will Hurd,"Hurd, Will ",https://hurd.house.gov/,Republican,N,1.30%,"228,965",Pete Gallego,"496,114","178,874","20,454","2,621","8,817",203,528,"5,831","713,442",Cornyn,Cruz,317 CHOB,202-225-4511
TX-24,Texas District 24,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_24th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_24th_congressional_district,Kenny Marchant,"Marchant, Kenny ",https://marchant.house.gov/,Republican,Y,16.90%,"275,635",Jan McDowell,"169,366","377,350","74,348","1,869","79,910","2,079","1,484","14,387","720,793",Cornyn,Cruz,2369 RHOB,202-225-6605
TX-25,Texas District 25,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_25th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_25th_congressional_district,Roger Williams,"Williams, Roger ",https://williams.house.gov/,Republican,Y,20.60%,"310,196",Kathi Thomas,"130,685","500,171","51,187","2,791","17,404","2,191",764,"13,529","718,722",Cornyn,Cruz,1323 LHOB,202-225-9896
TX-26,Texas District 26,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_26th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_26th_congressional_district,Michael C. Burgess,"Burgess, Michael ",https://burgess.house.gov/,Republican,Y,36.70%,"319,080",Eric Mauck,"126,102","492,154","48,256","2,179","36,399",468,"1,575","18,081","725,214",Cornyn,Cruz,2336 RHOB,202-225-7772
TX-27,Texas District 27,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_27th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_27th_congressional_district,Blake Farenthold,"Farenthold, Blake ",https://farenthold.house.gov/,Republican,Y,23.40%,"230,580",Raul (Roy) Barrera,"351,970","297,563","36,364",837,"9,292",331,616,"7,517","704,490",Cornyn,Cruz,2331 RHOB,202-225-7742
TX-28,Texas District 28,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_28th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_28th_congressional_district,Henry Cuellar,"Cuellar, Henry ",https://cuellar.house.gov/,Democrat,N,34.90%,"184,442",Zeffen Hardin,"546,923","120,339","29,576",958,"6,066",260,708,"6,044","710,874",Cornyn,Cruz,2209 RHOB,202-225-1640
TX-29,Texas District 29,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_29th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_29th_congressional_district,Gene Green,"Green, Gene ",https://green.house.gov/,Democrat,N,48.50%,"131,982",Julio Garza,"547,781","81,540","68,934","1,107","12,207",50,"1,067","2,805","715,491",Cornyn,Cruz,2470 RHOB,202-225-1688
TX-3,Texas District 3,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_3rd_congressional_district,Sam Johnson,"Johnson, Sam ",https://samjohnson.house.gov/,Republican,Y,26.60%,"316,467",Adam Bell,"106,788","445,374","61,334","2,597","90,852",460,"1,619","15,927","724,951",Cornyn,Cruz,2304 RHOB,202-225-4201
TX-30,Texas District 30,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_30th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_30th_congressional_district,Eddie Bernice Johnson,"Johnson, Eddie Bernice ",https://ebjohnson.house.gov/,Democrat,N,58.90%,"218,826",Charles Lingerfelt,"251,703","121,170","313,043","1,014","12,990",235,803,"8,517","709,475",Cornyn,Cruz,2468 RHOB,202-225-8885
TX-31,Texas District 31,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_31st_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_31st_congressional_district,John Carter,"Carter, John ",https://carter.house.gov/,Republican,Y,21.90%,"284,588",Mike Clark,"163,832","425,259","77,451","1,947","29,730","1,648","1,063","19,018","719,948",Cornyn,Cruz,2110 RHOB,202-225-3864
TX-32,Texas District 32,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_32nd_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_32nd_congressional_district,Pete Sessions,"Sessions, Pete ",https://sessions.house.gov/,Republican,Y,52.10%,"229,171",Ed Rankin,"184,717","365,690","84,092","1,501","53,581",613,"1,274","17,690","709,158",Cornyn,Cruz,2233 RHOB,202-225-2231
TX-33,Texas District 33,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_33rd_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_33rd_congressional_district,Marc Veasey,"Veasey, Marc ",https://veasey.house.gov/,Democrat,N,47.40%,"126,369",M. Mark Mitchell,"463,198","111,147","111,059","1,150","13,772",124,"1,222","5,108","706,780",Cornyn,Cruz,1519 LHOB,202-225-9897
TX-34,Texas District 34,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_34th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_34th_congressional_district,Filemon Vela,"Vela, Filemon ",https://vela.house.gov/,Democrat,N,25.30%,"166,961",Rey Gonzalez Jr.,"584,295","106,105","8,732",501,"3,910",31,529,"1,755","705,858",Cornyn,Cruz,437 CHOB,202-225-9901
TX-35,Texas District 35,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_35th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_35th_congressional_district,Lloyd Doggett,"Doggett, Lloyd ",https://doggett.house.gov/,Democrat,N,31.50%,"197,576",Susan Narvaiz,"451,569","178,050","63,998","1,355","9,226",759,739,"8,420","714,116",Cornyn,Cruz,2307 RHOB,202-225-4865
TX-36,Texas District 36,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_36th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_36th_congressional_district,Brian Babin,"Babin, Brian ",https://babin.house.gov/,Republican,Y,77.20%,"218,565",Hal Ridley Jr.,"155,600","458,488","65,343","3,140","16,904",399,709,"9,070","709,653",Cornyn,Cruz,316 CHOB,202-225-1555
TX-4,Texas District 4,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_4th_congressional_district,John Ratcliffe,"Ratcliffe, John ",https://ratcliffe.house.gov/,Republican,Y,76%,"246,220",Cody Wommack,"87,413","517,554","75,282","4,484","6,280",736,512,"12,569","704,830",Cornyn,Cruz,325 CHOB,202-225-6673
TX-5,Texas District 5,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_5th_congressional_district,Jeb Hensarling,"Hensarling, Jeb ",https://hensarling.house.gov/,Republican,Y,61.20%,"192,875",Ken Ashby,"183,048","396,458","99,379","2,544","12,870",593,914,"9,836","705,642",Cornyn,Cruz,2228 RHOB,202-225-3484
TX-6,Texas District 6,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_6th_congressional_district,Joe L. Barton,"Barton, Joe ",https://joebarton.house.gov/,Republican,Y,19.30%,"273,296",Ruby Fay Woolridge,"151,490","380,550","131,002","2,461","34,761",134,"1,001","12,539","713,938",Cornyn,Cruz,2107 RHOB,202-225-2002
TX-7,Texas District 7,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_7th_congressional_district,John Culberson,"Culberson, John ",https://culberson.house.gov/,Republican,Y,12.30%,"255,533",James Cargas,"209,330","329,531","88,304",990,"67,907",168,"1,637","10,518","708,385",Cornyn,Cruz,2161 RHOB,202-225-2571
TX-8,Texas District 8,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_8th_congressional_district,Kevin Brady,"Brady, Kevin ",https://kevinbrady.house.gov/,Republican,Y,100%,"236,379",Unopposed,"147,440","487,256","59,334",991,"15,678",294,820,"9,860","721,673",Cornyn,Cruz,1011 LHOB,202-225-4901
TX-9,Texas District 9,TX,Texas,https://en.wikipedia.org/wiki/Texas%27s_9th_congressional_district,https://en.m.wikipedia.org/wiki/Texas%27s_9th_congressional_district,Al Green,"Green, Al ",https://algreen.house.gov/,Democrat,N,54.80%,"161,523",Jeff Martin,"264,403","84,844","271,328","1,040","77,595",206,"1,105","8,199","708,720",Cornyn,Cruz,2347 RHOB,202-225-7508
UT-1,Utah District 1,UT,Utah,https://en.wikipedia.org/wiki/Utah%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Utah%27s_1st_congressional_district,Rob Bishop,"Bishop, Rob ",https://robbishop.house.gov/,Republican,Y,39.50%,"277,451",Peter Clemens,"83,842","579,185","6,707","6,193","10,316","1,504",397,"12,671","700,815",Hatch,Lee,123 CHOB,202-225-0453
